Edition	TaskCode	Week	Training Type	Task Start date	Task End Date	Completion date			Owner	"Status
(PickList)"	EditionTaskCode
2312-A Partners	W4T02	Week 4	GLR	12/25/2023	12/28/2023				Afonso	Done	2312-A PartnersW4T02
2312-A Partners	W4T03	Week 4	GLR	12/25/2023	12/31/2023				Telmo	Done	2312-A PartnersW4T03
2312-A Partners	W5T01	Week 5	GLR	1/1/2024	1/2/2024				Afonso	Done	2312-A PartnersW5T01
2312-A Partners	W5T02	Week 5	GLR	1/1/2024	1/4/2024				Afonso	Done	2312-A PartnersW5T02
2312-A Partners	W5T03	Week 5	GLR	1/1/2024	1/7/2024				Telmo	Done	2312-A PartnersW5T03
2312-A Partners	W5T04	Week 5	GLR	1/1/2024	1/7/2024				Telmo	Done	2312-A PartnersW5T04
2312-A Partners	W5T05	Week 5	GLR	1/1/2024	1/7/2024	GLR			Telmo	Done	2312-A PartnersW5T05
2312-A Partners	W5T06	Week 5	GLR	1/1/2024	1/7/2024				Telmo	Done	2312-A PartnersW5T06
2312-A Partners	W5T07	Week 5	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersW5T07
2312-A Partners	W5T08	Week 5	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersW5T08
2312-A Partners	W5T09	Week 5	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersW5T09
2312-A Partners	W6T01	Week 6	GLR	1/8/2024	1/14/2024				Telmo	Done	2312-A PartnersW6T01
2312-A Partners	W6T02	Week 6	GLR	1/8/2024	1/14/2024				Telmo	Done	2312-A PartnersW6T02
2312-A Partners	W6T03	Week 6	GLR	1/8/2024	1/14/2024				Telmo	Done	2312-A PartnersW6T03
2312-A Partners	W6T04	Week 6	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersW6T04
2312-A Partners	W6T05	Week 6	GLR	#N/A	#N/A	GLR			Telmo	Done	2312-A PartnersW6T05
2312-A Partners	W6T06	Week 6	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW6T06
2312-A Partners	W6T07	Week 6	GLR	#N/A	#N/A	GLR			Afonso	Done	2312-A PartnersW6T07
2312-A Partners	W6T08	Week 6	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW6T08
2312-A Partners	W6T09	Week 6	GLR	#N/A	#N/A	GLR			Afonso	Done	2312-A PartnersW6T09
2312-A Partners	W6T10	Week 6	GLR	#N/A	#N/A	GLR			Afonso	Done	2312-A PartnersW6T10
2312-A Partners	W7T01	Week 7	GLR	1/15/2024	1/21/2024	GLR			Afonso	Done	2312-A PartnersW7T01
2312-A Partners	W8T01	Week 8	GLR	1/22/2024	1/28/2024	GLR			Afonso	Done	2312-A PartnersW8T01
2312-A Partners	W8T02	Week 8	GLR	1/22/2024	1/28/2024	GLR			Telmo	Done	2312-A PartnersW8T02
2312-A Partners	W8T03	Week 8	GLR	#N/A	#N/A	GLR			Miguel	Done	2312-A PartnersW8T03
2312-A Partners	W8T04	Week 8	GLR	1/22/2024	1/28/2024	GLR			Telmo	Done	2312-A PartnersW8T04
2312-A Partners	W8T05	Week 8	GLR	12/25/2023	12/31/2023	GLR			Telmo	Done	2312-A PartnersW8T05
2311-PILOT	WM5T01	Week -5	GLR	10/2/2023	10/8/2023				Miguel	Done	2311-PILOTWM5T01
2311-PILOT	WM5T02	Week -5	GLR	10/2/2023	10/8/2023				Miguel	Done	2311-PILOTWM5T02
2311-PILOT	WM5T03	Week -5	GLR	10/2/2023	10/8/2023				Telmo	Done	2311-PILOTWM5T03
2311-PILOT	WM5T04	Week -5	GLR	10/2/2023	10/8/2023				Miguel	Done	2311-PILOTWM5T04
2311-PILOT	WM5T05	Week -5	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM5T05
2311-PILOT	WM5T06	Week -5	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM5T06
2311-PILOT	WM5T07	Week -5	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM5T07
2311-PILOT	WM4T01	Week -4	GLR	10/9/2023	10/15/2023				Miguel	Done	2311-PILOTWM4T01
2311-PILOT	WM4T02	Week -4	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM4T02
2311-PILOT	WM4T03	Week -4	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM4T03
2311-PILOT	WM3T01	Week -3	GLR	10/16/2023	10/22/2023				Miguel	Done	2311-PILOTWM3T01
2311-PILOT	WM3T02	Week -3	GLR	10/16/2023	10/22/2023				Miguel	Done	2311-PILOTWM3T02
2311-PILOT	WM3T03	Week -3	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM3T03
2311-PILOT	WM3T04	Week -3	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM3T04
2311-PILOT	WM3T05	Week -3	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM3T05
2311-PILOT	WM2T01	Week -2	GLR	10/23/2023	10/29/2023				Miguel	Done	2311-PILOTWM2T01
2311-PILOT	WM2T02	Week -2	GLR	10/23/2023	10/29/2023				Miguel	Done	2311-PILOTWM2T02
2311-PILOT	WM2T03	Week -2	GLR	10/23/2023	10/29/2023				Miguel	Done	2311-PILOTWM2T03
2311-PILOT	WM1T01	Week -1	GLR	10/30/2023	11/5/2023				Miguel	Done	2311-PILOTWM1T01
2311-PILOT	WM1T02	Week -1	GLR	10/30/2023	11/5/2023				Telmo	Done	2311-PILOTWM1T02
2311-PILOT	WM1T03	Week -1	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM1T03
2311-PILOT	WM1T04	Week -1	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTWM1T04
2311-PILOT	W1T01	Week 1	GLR	11/6/2023	11/8/2023				Miguel	Done	2311-PILOTW1T01
2311-PILOT	W1T02	Week 1	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW1T02
2311-PILOT	W1T03	Week 1	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW1T03
2311-PILOT	W2T01	Week 2	GLR	11/13/2023	11/15/2023				Miguel	Done	2311-PILOTW2T01
2311-PILOT	W2T02	Week 2	GLR	11/13/2023	11/19/2023				Miguel	Done	2311-PILOTW2T02
2311-PILOT	W2T03	Week 2	GLR	11/13/2023	11/19/2023				Miguel	Done	2311-PILOTW2T03
2311-PILOT	W2T04	Week 2	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW2T04
2311-PILOT	W2T05	Week 2	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW2T05
2311-PILOT	W2T06	Week 2	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW2T06
2311-PILOT	W2T07	Week 2	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW2T07
2311-PILOT	W3T01	Week 3	GLR	11/20/2023	11/26/2023				Miguel	Done	2311-PILOTW3T01
2311-PILOT	W3T02	Week 3	GLR	11/20/2023	11/26/2023				Miguel	Done	2311-PILOTW3T02
2311-PILOT	W3T03	Week 3	GLR	11/20/2023	11/26/2023				Miguel	Done	2311-PILOTW3T03
2311-PILOT	W3T04	Week 3	GLR	11/20/2023	11/26/2023				Miguel	Done	2311-PILOTW3T04
2311-PILOT	W3T05	Week 3	GLR	11/20/2023	11/26/2023				Miguel	Done	2311-PILOTW3T05
2311-PILOT	W3T06	Week 3	GLR	11/20/2023	11/26/2023				Miguel	Done	2311-PILOTW3T06
2311-PILOT	W3T07	Week 3	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW3T07
2311-PILOT	W3T08	Week 3	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW3T08
2311-PILOT	W3T09	Week 3	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW3T09
2311-PILOT	W3T10	Week 3	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW3T10
2311-PILOT	W3T11	Week 3	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW3T11
2311-PILOT	W3T12	Week 3	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW3T12
2311-PILOT	W4T01	Week 4	GLR	11/27/2023	11/27/2023				Miguel	Done	2311-PILOTW4T01
2311-PILOT	W4T02	Week 4	GLR	11/27/2023	11/30/2023				Miguel	Done	2311-PILOTW4T02
2311-PILOT	W4T03	Week 4	GLR	11/27/2023	12/3/2023				Miguel	Done	2311-PILOTW4T03
2311-PILOT	W5T01	Week 5	GLR	12/4/2023	12/5/2023				Miguel	Done	2311-PILOTW5T01
2311-PILOT	W5T02	Week 5	GLR	12/4/2023	12/7/2023				Miguel	Done	2311-PILOTW5T02
2311-PILOT	W5T03	Week 5	GLR	12/4/2023	12/10/2023				Miguel	Done	2311-PILOTW5T03
2311-PILOT	W5T04	Week 5	GLR	12/4/2023	12/10/2023				Miguel	Done	2311-PILOTW5T04
2311-PILOT	W5T05	Week 5	GLR	12/4/2023	12/10/2023				Miguel	Done	2311-PILOTW5T05
2311-PILOT	W5T06	Week 5	GLR	12/4/2023	12/10/2023				Miguel	Done	2311-PILOTW5T06
2311-PILOT	W5T07	Week 5	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW5T07
2311-PILOT	W5T08	Week 5	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW5T08
2311-PILOT	W5T09	Week 5	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW5T09
2311-PILOT	W6T01	Week 6	GLR	12/11/2023	12/17/2023				Miguel	Done	2311-PILOTW6T01
2311-PILOT	W6T02	Week 6	GLR	12/11/2023	12/17/2023				Miguel	Done	2311-PILOTW6T02
2311-PILOT	W6T03	Week 6	GLR	12/11/2023	12/17/2023				Miguel	Done	2311-PILOTW6T03
2311-PILOT	W6T04	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW6T04
2311-PILOT	W6T05	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW6T05
2311-PILOT	W6T06	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW6T06
2311-PILOT	W6T07	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW6T07
2311-PILOT	W6T08	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW6T08
2311-PILOT	W6T09	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW6T09
2311-PILOT	W6T10	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-PILOTW6T10
2311-PILOT	W7T01	Week 7	GLR	12/18/2023	12/24/2023	GLR			Miguel	Done	2311-PILOTW7T01
2311-PILOT	W8T01	Week 8	GLR	12/25/2023	12/31/2023	GLR			Miguel	Done	2311-PILOTW8T01
2311-PILOT	W8T02	Week 8	GLR	12/25/2023	12/31/2023	GLR			Miguel	Done	2311-PILOTW8T02
2311-PILOT	W8T03	Week 8	GLR	#N/A	#N/A	GLR			Miguel	Done	2311-PILOTW8T03
2311-PILOT	W8T04	Week 8	GLR	12/25/2023	12/31/2023	GLR			Telmo	Done	2311-PILOTW8T04
2311-PILOT	W8T05	Week 8	GLR	12/25/2023	12/31/2023	GLR			Telmo	Done	2311-PILOTW8T05
2402-A Customers	WM5T01	Week -5	GLR	1/15/2024	1/21/2024				Telmo	Done	2402-A CustomersWM5T01
2402-A Customers	WM5T02	Week -5	GLR	1/15/2024	1/21/2024				Afonso	Done	2402-A CustomersWM5T02
2402-A Customers	WM5T03	Week -5	GLR	1/15/2024	1/21/2024				Telmo	Done	2402-A CustomersWM5T03
2402-A Customers	WM5T04	Week -5	GLR	1/15/2024	1/21/2024				Telmo	Done	2402-A CustomersWM5T04
2402-A Customers	WM5T05	Week -5	GLR	#N/A	#N/A				Telmo	Done	2402-A CustomersWM5T05
2402-A Customers	WM5T06	Week -5	GLR	#N/A	#N/A				Telmo	Done	2402-A CustomersWM5T06
2402-A Customers	WM5T07	Week -5	GLR	#N/A	#N/A				Telmo	Done	2402-A CustomersWM5T07
2402-A Customers	WM4T01	Week -4	GLR	1/22/2024	1/28/2024				Telmo	Done	2402-A CustomersWM4T01
2402-A Customers	WM4T02	Week -4	GLR	#N/A	#N/A	GLR			Afonso	Done	2402-A CustomersWM4T02
2402-A Customers	WM4T03	Week -4	GLR	#N/A	#N/A				Telmo	Done	2402-A CustomersWM4T03
2402-A Customers	WM3T01	Week -3	GLR	1/29/2024	2/4/2024				Telmo	Done	2402-A CustomersWM3T01
2402-A Customers	WM3T02	Week -3	GLR	1/29/2024	2/4/2024	GLR			Afonso	Done	2402-A CustomersWM3T02
2402-A Customers	WM3T03	Week -3	GLR	#N/A	#N/A				Telmo	Done	2402-A CustomersWM3T03
2402-A Customers	WM3T04	Week -3	GLR	#N/A	#N/A				Telmo	Done	2402-A CustomersWM3T04
2402-A Customers	WM3T05	Week -3	GLR	#N/A	#N/A				Telmo	Done	2402-A CustomersWM3T05
2402-A Customers	WM2T01	Week -2	GLR	2/5/2024	2/11/2024	GLR			Telmo	Done	2402-A CustomersWM2T01
2402-A Customers	WM2T02	Week -2	GLR	2/5/2024	2/11/2024				Telmo	Done	2402-A CustomersWM2T02
2402-A Customers	WM2T03	Week -2	GLR	2/5/2024	2/11/2024				Telmo	Done	2402-A CustomersWM2T03
2402-A Customers	WM1T01	Week -1	GLR	2/12/2024	2/18/2024	GLR			Telmo	Done	2402-A CustomersWM1T01
2402-A Customers	WM1T02	Week -1	GLR	2/12/2024	2/18/2024	GLR			Telmo	Done	2402-A CustomersWM1T02
2402-A Customers	WM1T03	Week -1	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersWM1T03
2402-A Customers	WM1T04	Week -1	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersWM1T04
2402-A Customers	W1T01	Week 1	GLR	2/19/2024	2/21/2024	GLR			Afonso	Done	2402-A CustomersW1T01
2402-A Customers	W1T02	Week 1	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW1T02
2402-A Customers	W1T03	Week 1	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW1T03
2402-A Customers	W2T01	Week 2	GLR	2/26/2024	2/28/2024	GLR			Afonso	Done	2402-A CustomersW2T01
2402-A Customers	W2T02	Week 2	GLR	2/26/2024	3/3/2024	GLR				Done	2402-A CustomersW2T02
2402-A Customers	W2T03	Week 2	GLR	2/26/2024	3/3/2024	GLR			Telmo	Done	2402-A CustomersW2T03
2402-A Customers	W2T04	Week 2	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW2T04
2402-A Customers	W2T05	Week 2	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW2T05
2402-A Customers	W2T06	Week 2	GLR	#N/A	#N/A	GLR			Afonso	Done	2402-A CustomersW2T06
2402-A Customers	W2T07	Week 2	GLR	#N/A	#N/A	GLR				Done	2402-A CustomersW2T07
2402-A Customers	W3T01	Week 3	GLR	3/4/2024	3/10/2024	GLR			Afonso	Done	2402-A CustomersW3T01
2402-A Customers	W3T02	Week 3	GLR	3/4/2024	3/10/2024	GLR			Telmo	Done	2402-A CustomersW3T02
2402-A Customers	W3T03	Week 3	GLR	3/4/2024	3/10/2024	GLR			Telmo	Done	2402-A CustomersW3T03
2402-A Customers	W3T04	Week 3	GLR	3/4/2024	3/10/2024	GLR			Telmo	Done	2402-A CustomersW3T04
2402-A Customers	W3T05	Week 3	GLR	3/4/2024	3/10/2024	GLR			Telmo	Done	2402-A CustomersW3T05
2402-A Customers	W3T06	Week 3	GLR	3/4/2024	3/10/2024	GLR			Telmo	Done	2402-A CustomersW3T06
2402-A Customers	W3T07	Week 3	GLR	#N/A	#N/A	GLR			Miguel	Done	2402-A CustomersW3T07
2402-A Customers	W3T08	Week 3	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW3T08
2402-A Customers	W3T09	Week 3	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW3T09
2402-A Customers	W3T10	Week 3	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW3T10
2402-A Customers	W3T11	Week 3	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW3T11
2402-A Customers	W3T12	Week 3	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW3T12
2402-A Customers	W4T01	Week 4	GLR	3/11/2024	3/11/2024	GLR			Telmo	Done	2402-A CustomersW4T01
2402-A Customers	W4T02	Week 4	GLR	3/11/2024	3/14/2024	GLR			Afonso	Done	2402-A CustomersW4T02
2402-A Customers	W4T03	Week 4	GLR	3/11/2024	3/17/2024	GLR			Telmo	Done	2402-A CustomersW4T03
2402-A Customers	W5T01	Week 5	GLR	3/18/2024	3/19/2024	GLR			Afonso	Done	2402-A CustomersW5T01
2402-A Customers	W5T02	Week 5	GLR	3/18/2024	3/21/2024	GLR			Afonso	Done	2402-A CustomersW5T02
2402-A Customers	W5T03	Week 5	GLR	3/18/2024	3/24/2024	GLR			Telmo	Done	2402-A CustomersW5T03
2402-A Customers	W5T04	Week 5	GLR	3/18/2024	3/24/2024	GLR			Telmo	Done	2402-A CustomersW5T04
2402-A Customers	W5T05	Week 5	GLR	3/18/2024	3/24/2024	GLR			Telmo	Done	2402-A CustomersW5T05
2402-A Customers	W5T06	Week 5	GLR	3/18/2024	3/24/2024	GLR			Telmo	Done	2402-A CustomersW5T06
2402-A Customers	W5T07	Week 5	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW5T07
2402-A Customers	W5T08	Week 5	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW5T08
2402-A Customers	W5T09	Week 5	GLR	#N/A	#N/A	GLR			Miguel	Done	2402-A CustomersW5T09
2402-A Customers	W6T03	Week 6	GLR	3/25/2024	3/31/2024	GLR			Miguel	Done	2402-A CustomersW6T03
2402-A Customers	W6T04	Week 6	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW6T04
2402-A Customers	W6T05	Week 6	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW6T05
2402-A Customers	W6T06	Week 6	GLR	#N/A	#N/A	GLR				Done	2402-A CustomersW6T06
2402-A Customers	W6T07	Week 6	GLR	#N/A	#N/A	GLR				Done	2402-A CustomersW6T07
2402-A Customers	W6T08	Week 6	GLR	#N/A	#N/A	GLR				Done	2402-A CustomersW6T08
2402-A Customers	W6T09	Week 6	GLR	#N/A	#N/A	GLR				Done	2402-A CustomersW6T09
2402-A Customers	W6T10	Week 6	GLR	#N/A	#N/A	GLR			Telmo	Done	2402-A CustomersW6T10
2402-A Customers	W7T01	Week 7	GLR	4/1/2024	4/7/2024	GLR				Done	2402-A CustomersW7T01
2402-A Customers	W8T01	Week 8	GLR	4/8/2024	4/14/2024	GLR				Done	2402-A CustomersW8T01
2402-A Customers	W8T02	Week 8	GLR	4/8/2024	4/14/2024	GLR				Done	2402-A CustomersW8T02
2402-A Customers	W8T03	Week 8	GLR	#N/A	#N/A	GLR			Miguel	Done	2402-A CustomersW8T03
2402-A Customers	W8T04	Week 8	GLR	4/8/2024	4/14/2024	GLR			Telmo	Done	2402-A CustomersW8T04
2402-B Partners	SLWM5T01	Week -5		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM5T01
2402-B Partners	SLWM5T02	Week -5		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM5T02
2402-B Partners	SLWM5T03	Week -5		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM5T03
2402-B Partners	SLWM4T02	Week -4		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM4T02
2402-B Partners	SLWM3T01	Week -3		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM3T01
2402-B Partners	SLWM3T02	Week -3		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM3T02
2402-B Partners	SLWM3T03	Week -3		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM3T03
2402-B Partners	SLWM2T01	Week -2		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM2T01
2402-B Partners	SLWM2T02	Week -2		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM2T02
2402-B Partners	SLWM1T01	Week -1		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM1T01
2402-B Partners	SLWM1T03	Week -1		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM1T03
2402-B Partners	SLWM1T04	Week -1		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLWM1T04
2402-B Partners	SLW1T01	Week 1		12/11/2023	12/15/2023	SLR			Telmo	Done	2402-B PartnersSLW1T01
2402-B Partners	SLW2T01	Week 2		12/18/2023	12/22/2023	SLR			Telmo	Done	2402-B PartnersSLW2T01
2402-B Partners	SLW2T02	Week 2		12/18/2023	12/22/2023	SLR			Miguel	Done	2402-B PartnersSLW2T02
2402-B Partners	SLW2T03	Week 2		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLW2T03
2402-B Partners	SLW3T01	Week 3		12/25/2023	12/26/2023	SLR			Miguel	Done	2402-B PartnersSLW3T01
2402-B Partners	SLW3T02	Week 3		#N/A	#N/A	SLR			Miguel	Done	2402-B PartnersSLW3T02
2402-B Partners	SLW4T01	Week 4		1/1/2024	1/5/2024	SLR			Telmo	Done	2402-B PartnersSLW4T01
2402-B Partners	SLW5T01	Week 5		1/8/2024	1/12/2024	SLR			Miguel	Done	2402-B PartnersSLW5T01
2402-B Partners	SLW5T02	Week 5		1/8/2024	1/12/2024	SLR			Afonso	Done	2402-B PartnersSLW5T02
2402-B Partners	SLW5T03	Week 5		1/8/2024	1/12/2024	SLR			Telmo	Done	2402-B PartnersSLW5T03
2402-B Partners	SLW5T04	Week 5		1/8/2024	1/12/2024	SLR				Done	2402-B PartnersSLW5T04
2402-B Partners	SLW5T05	Week 5		#N/A	#N/A	SLR			Afonso	Done	2402-B PartnersSLW5T05
2402-B Partners	SLW5T06	Week 5		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLW5T06
2402-B Partners	SLW5T07	Week 5		#N/A	#N/A	SLR				Done	2402-B PartnersSLW5T07
2402-B Partners	SLW6T01	Week 6		1/15/2024	1/19/2024	SLR			Telmo	Done	2402-B PartnersSLW6T01
2402-B Partners	SLW6T04	Week 6		#N/A	#N/A	SLR				Done	2402-B PartnersSLW6T04
2402-B Partners	SLW6T05	Week 6		#N/A	#N/A	SLR			Afonso	Done	2402-B PartnersSLW6T05
2402-B Partners	SLW6T06	Week 6		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLW6T06
2402-B Partners	SLW6T07	Week 6		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLW6T07
2402-B Partners	SLW6T08	Week 6		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLW6T08
2402-B Partners	SLW6T09	Week 6		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLW6T09
2402-B Partners	SLW6T10	Week 6		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLW6T10
2402-B Partners	SLW7T01	Week 7		1/22/2024	1/26/2024	SLR			Telmo	Done	2402-B PartnersSLW7T01
2402-B Partners	SLW8T01	Week 8		1/29/2024	2/2/2024	SLR			Telmo	Done	2402-B PartnersSLW8T01
2402-B Partners	SLW8T02	Week 8		1/29/2024	2/2/2024	SLR			Telmo	Done	2402-B PartnersSLW8T02
2402-B Partners	SLW8T03	Week 8		1/29/2024	2/2/2024	SLR				Done	2402-B PartnersSLW8T03
2402-B Partners	SLW8T04	Week 8		1/29/2024	2/2/2024	SLR			Telmo	Done	2402-B PartnersSLW8T04
2402-B Partners	SLW8T05	Week 8		#N/A	#N/A	SLR			Telmo	Done	2402-B PartnersSLW8T05
2403-A Customers	WM5T01	Week -5		2/12/2024	2/18/2024	GLR			Telmo	Done	2403-A CustomersWM5T01
2403-A Customers	WM5T02	Week -5		2/12/2024	2/18/2024	GLR				Done	2403-A CustomersWM5T02
2403-A Customers	WM5T03	Week -5		2/12/2024	2/18/2024	GLR			Telmo	Done	2403-A CustomersWM5T03
2403-A Customers	WM5T04	Week -5		2/12/2024	2/18/2024	GLR				Done	2403-A CustomersWM5T04
2403-A Customers	WM5T05	Week -5		#N/A	#N/A	GLR				Done	2403-A CustomersWM5T05
2403-A Customers	WM5T06	Week -5		#N/A	#N/A	GLR				Done	2403-A CustomersWM5T06
2403-A Customers	WM5T07	Week -5		#N/A	#N/A	GLR				Done	2403-A CustomersWM5T07
2403-A Customers	WM4T01	Week -4		2/19/2024	2/25/2024	GLR				Done	2403-A CustomersWM4T01
2403-A Customers	WM4T02	Week -4		#N/A	#N/A	GLR				Done	2403-A CustomersWM4T02
2403-A Customers	WM4T03	Week -4		#N/A	#N/A	GLR				Done	2403-A CustomersWM4T03
2403-A Customers	WM3T01	Week -3		2/26/2024	3/3/2024	GLR				Done	2403-A CustomersWM3T01
2403-A Customers	WM3T02	Week -3		2/26/2024	3/3/2024	GLR			Telmo	Done	2403-A CustomersWM3T02
2403-A Customers	WM3T03	Week -3		#N/A	#N/A	GLR				Done	2403-A CustomersWM3T03
2403-A Customers	WM3T04	Week -3		#N/A	#N/A	GLR			Telmo	Done	2403-A CustomersWM3T04
2403-A Customers	WM3T05	Week -3		#N/A	#N/A	GLR				Done	2403-A CustomersWM3T05
2403-A Customers	WM2T01	Week -2		3/4/2024	3/10/2024	GLR			Telmo	Done	2403-A CustomersWM2T01
2403-A Customers	WM2T02	Week -2		3/4/2024	3/10/2024	GLR			Telmo	Done	2403-A CustomersWM2T02
2403-A Customers	WM2T03	Week -2		3/4/2024	3/10/2024	GLR			Telmo	Done	2403-A CustomersWM2T03
2403-A Customers	WM1T01	Week -1		3/11/2024	3/17/2024	GLR			Telmo	Done	2403-A CustomersWM1T01
2403-A Customers	WM1T02	Week -1		3/11/2024	3/17/2024	GLR			Telmo	Done	2403-A CustomersWM1T02
2403-A Customers	WM1T03	Week -1		#N/A	#N/A	GLR			Telmo	Done	2403-A CustomersWM1T03
2403-A Customers	WM1T04	Week -1		#N/A	#N/A	GLR				Done	2403-A CustomersWM1T04
2403-A Customers	W1T01	Week 1		3/18/2024	3/20/2024	GLR			Afonso	Done	2403-A CustomersW1T01
2403-A Customers	W1T02	Week 1		#N/A	#N/A	GLR				Done	2403-A CustomersW1T02
2403-A Customers	W1T03	Week 1		#N/A	#N/A	GLR				Done	2403-A CustomersW1T03
2403-A Customers	W2T01	Week 2		3/25/2024	3/27/2024	GLR				Done	2403-A CustomersW2T01
2403-A Customers	W2T02	Week 2		3/25/2024	3/31/2024	GLR				Done	2403-A CustomersW2T02
2403-A Customers	W2T03	Week 2		3/25/2024	3/31/2024	GLR				Done	2403-A CustomersW2T03
2403-A Customers	W2T04	Week 2		#N/A	#N/A	GLR				Done	2403-A CustomersW2T04
2403-A Customers	W2T05	Week 2		#N/A	#N/A	GLR				Done	2403-A CustomersW2T05
2403-A Customers	W2T06	Week 2		#N/A	#N/A	GLR			Telmo	Done	2403-A CustomersW2T06
2403-A Customers	W2T07	Week 2		#N/A	#N/A	GLR			Afonso	Done	2403-A CustomersW2T07
2403-A Customers	W3T01	Week 3		4/1/2024	4/7/2024	GLR			Afonso	Done	2403-A CustomersW3T01
2403-A Customers	W3T02	Week 3		4/1/2024	4/7/2024	GLR			Afonso	Done	2403-A CustomersW3T02
2403-A Customers	W3T03	Week 3		4/1/2024	4/7/2024	GLR			Afonso	Done	2403-A CustomersW3T03
2403-A Customers	W3T04	Week 3		4/1/2024	4/7/2024	GLR			Telmo	Done	2403-A CustomersW3T04
2403-A Customers	W3T05	Week 3		4/1/2024	4/7/2024	GLR			Telmo	Done	2403-A CustomersW3T05
2403-A Customers	W3T06	Week 3		4/1/2024	4/7/2024	GLR			Telmo	Done	2403-A CustomersW3T06
