Edition	TaskCode	Week	Training Type	Task Start date	Task End Date	Completion date			Owner	"Status
(PickList)"	EditionTaskCode
2310-B Partners	WM2T03	Week -2	GLR	10/2/2023	10/8/2023	11/12/2023			Telmo	Done	2310-B PartnersWM2T03
2310-B Partners	WM1T01	Week -1	GLR	10/9/2023	10/15/2023	11/19/2023			Telmo	Done	2310-B PartnersWM1T01
2310-B Partners	WM1T02	Week -1	GLR	10/9/2023	10/15/2023	11/19/2023			Telmo	Done	2310-B PartnersWM1T02
2310-B Partners	WM1T03	Week -1	GLR	#N/A	#N/A	11/19/2023			Telmo	Done	2310-B PartnersWM1T03
2310-B Partners	WM1T04	Week -1	GLR	#N/A	#N/A	11/19/2023			Telmo	Done	2310-B PartnersWM1T04
2310-B Partners	W1T01	Week 1	GLR	10/16/2023	10/18/2023				Afonso	Done	2310-B PartnersW1T01
2310-B Partners	W1T02	Week 1	GLR	#N/A	#N/A	11/26/2023				Done	2310-B PartnersW1T02
2310-B Partners	W1T03	Week 1	GLR	#N/A	#N/A				Afonso	Done	2310-B PartnersW1T03
2310-B Partners	W2T01	Week 2	GLR	10/23/2023	10/25/2023	12/3/2023			Afonso	Done	2310-B PartnersW2T01
2310-B Partners	W2T02	Week 2	GLR	10/23/2023	10/29/2023	12/3/2023			Afonso	Done	2310-B PartnersW2T02
2310-B Partners	W2T03	Week 2	GLR	10/23/2023	10/29/2023	12/3/2023			Afonso	Done	2310-B PartnersW2T03
2310-B Partners	W2T04	Week 2	GLR	#N/A	#N/A					Done	2310-B PartnersW2T04
2310-B Partners	W2T05	Week 2	GLR	#N/A	#N/A					Done	2310-B PartnersW2T05
2310-B Partners	W2T06	Week 2	GLR	#N/A	#N/A	12/3/2023			Telmo	Done	2310-B PartnersW2T06
2310-B Partners	W2T07	Week 2	GLR	#N/A	#N/A	12/3/2023			Telmo	Done	2310-B PartnersW2T07
2310-B Partners	W3T01	Week 3	GLR	10/30/2023	11/5/2023				Luis	Done	2310-B PartnersW3T01
2310-B Partners	W3T02	Week 3	GLR	10/30/2023	11/5/2023	11/3/2023				Done	2310-B PartnersW3T02
2310-B Partners	W3T03	Week 3	GLR	10/30/2023	11/5/2023	11/3/2023				Done	2310-B PartnersW3T03
2310-B Partners	W3T04	Week 3	GLR	10/30/2023	11/5/2023				Luis	Done	2310-B PartnersW3T04
2310-B Partners	W3T05	Week 3	GLR	10/30/2023	11/5/2023				Luis	Done	2310-B PartnersW3T05
2310-B Partners	W3T06	Week 3	GLR	10/30/2023	11/5/2023				Luis	Done	2310-B PartnersW3T06
2310-B Partners	W3T07	Week 3	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW3T07
2310-B Partners	W3T08	Week 3	GLR	#N/A	#N/A	11/4/2023			Luis	Done	2310-B PartnersW3T08
2310-B Partners	W3T09	Week 3	GLR	#N/A	#N/A				Luis	Done	2310-B PartnersW3T09
2310-B Partners	W3T10	Week 3	GLR	#N/A	#N/A				Luis	Done	2310-B PartnersW3T10
2310-B Partners	W3T11	Week 3	GLR	#N/A	#N/A				Luis	Done	2310-B PartnersW3T11
2310-B Partners	W3T12	Week 3	GLR	#N/A	#N/A				Luis	Done	2310-B PartnersW3T12
2310-B Partners	W4T01	Week 4	GLR	11/6/2023	11/6/2023				Afonso	Done	2310-B PartnersW4T01
2310-B Partners	W4T02	Week 4	GLR	11/6/2023	11/9/2023					Done	2310-B PartnersW4T02
2310-B Partners	W4T03	Week 4	GLR	11/6/2023	11/12/2023				Telmo	Done	2310-B PartnersW4T03
2310-B Partners	W5T01	Week 5	GLR	11/13/2023	11/14/2023				Afonso	Done	2310-B PartnersW5T01
2310-B Partners	W5T02	Week 5	GLR	11/13/2023	11/16/2023				Afonso	Done	2310-B PartnersW5T02
2310-B Partners	W5T03	Week 5	GLR	11/13/2023	11/19/2023				Telmo	Done	2310-B PartnersW5T03
2310-B Partners	W5T04	Week 5	GLR	11/13/2023	11/19/2023				Telmo	Done	2310-B PartnersW5T04
2310-B Partners	W5T05	Week 5	GLR	11/13/2023	11/19/2023				Telmo	Done	2310-B PartnersW5T05
2310-B Partners	W5T06	Week 5	GLR	11/13/2023	11/19/2023				Telmo	Done	2310-B PartnersW5T06
2310-B Partners	W5T07	Week 5	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW5T07
2310-B Partners	W5T08	Week 5	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW5T08
2310-B Partners	W5T09	Week 5	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW5T09
2310-B Partners	W6T01	Week 6	GLR	11/20/2023	11/26/2023				Telmo	Done	2310-B PartnersW6T01
2310-B Partners	W6T02	Week 6	GLR	11/20/2023	11/26/2023				Telmo	Done	2310-B PartnersW6T02
2310-B Partners	W6T03	Week 6	GLR	11/20/2023	11/26/2023				Telmo	Done	2310-B PartnersW6T03
2310-B Partners	W6T04	Week 6	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW6T04
2310-B Partners	W6T05	Week 6	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW6T05
2310-B Partners	W6T06	Week 6	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW6T06
2310-B Partners	W6T07	Week 6	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW6T07
2310-B Partners	W6T08	Week 6	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW6T08
2310-B Partners	W6T09	Week 6	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW6T09
2310-B Partners	W6T10	Week 6	GLR	#N/A	#N/A				Telmo	Done	2310-B PartnersW6T10
2310-B Partners	W7T01	Week 7	GLR	11/27/2023	12/3/2023				Telmo	Done	2310-B PartnersW7T01
2310-B Partners	W8T01	Week 8	GLR	12/4/2023	12/10/2023				Telmo	Done	2310-B PartnersW8T01
2310-B Partners	W8T02	Week 8	GLR	12/4/2023	12/10/2023				Telmo	Done	2310-B PartnersW8T02
2310-B Partners	W8T03	Week 8	GLR	#N/A	#N/A	GLR			Miguel	Done	2310-B PartnersW8T03
2310-B Partners	W8T04	Week 8	GLR	12/4/2023	12/10/2023				Telmo	Done	2310-B PartnersW8T04
2310-B Partners	W8T05	Week 8	GLR	12/4/2023	12/10/2023				Telmo	Done	2310-B PartnersW8T05
2311-A Partners	WM5T01	Week -5	GLR	10/2/2023	10/8/2023	11/12/2023			Luis	Done	2311-A PartnersWM5T01
2311-A Partners	WM5T02	Week -5	GLR	10/2/2023	10/8/2023	11/12/2023			Luis	Done	2311-A PartnersWM5T02
2311-A Partners	WM5T03	Week -5	GLR	10/2/2023	10/8/2023	11/12/2023			Luis	Done	2311-A PartnersWM5T03
2311-A Partners	WM5T04	Week -5	GLR	10/2/2023	10/8/2023	11/12/2023			Luis	Done	2311-A PartnersWM5T04
2311-A Partners	WM5T05	Week -5	GLR	#N/A	#N/A	11/12/2023			Luis	Done	2311-A PartnersWM5T05
2311-A Partners	WM5T06	Week -5	GLR	#N/A	#N/A	11/12/2023			Luis	Done	2311-A PartnersWM5T06
2311-A Partners	WM5T07	Week -5	GLR	#N/A	#N/A	11/12/2023			Luis	Done	2311-A PartnersWM5T07
2311-A Partners	WM4T01	Week -4	GLR	10/9/2023	10/15/2023	11/19/2023			Luis	Done	2311-A PartnersWM4T01
2311-A Partners	WM4T02	Week -4	GLR	#N/A	#N/A	11/19/2023			Luis	Done	2311-A PartnersWM4T02
2311-A Partners	WM4T03	Week -4	GLR	#N/A	#N/A	11/19/2023			Luis	Done	2311-A PartnersWM4T03
2311-A Partners	WM3T01	Week -3	GLR	10/16/2023	10/22/2023	11/26/2023			Telmo	Done	2311-A PartnersWM3T01
2311-A Partners	WM3T02	Week -3	GLR	10/16/2023	10/22/2023	11/26/2023			Telmo	Done	2311-A PartnersWM3T02
2311-A Partners	WM3T03	Week -3	GLR	#N/A	#N/A	11/26/2023			Telmo	Done	2311-A PartnersWM3T03
2311-A Partners	WM3T04	Week -3	GLR	#N/A	#N/A	11/26/2023			Telmo	Done	2311-A PartnersWM3T04
2311-A Partners	WM3T05	Week -3	GLR	#N/A	#N/A	11/26/2023			Telmo	Done	2311-A PartnersWM3T05
2311-A Partners	WM2T01	Week -2	GLR	10/23/2023	10/29/2023	11/3/2023			Luis	Done	2311-A PartnersWM2T01
2311-A Partners	WM2T02	Week -2	GLR	10/23/2023	10/29/2023					Done	2311-A PartnersWM2T02
2311-A Partners	WM2T03	Week -2	GLR	10/23/2023	10/29/2023					Done	2311-A PartnersWM2T03
2311-A Partners	WM1T01	Week -1	GLR	10/30/2023	11/5/2023				Telmo	Done	2311-A PartnersWM1T01
2311-A Partners	WM1T02	Week -1	GLR	10/30/2023	11/5/2023				Telmo	Done	2311-A PartnersWM1T02
2311-A Partners	WM1T03	Week -1	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersWM1T03
2311-A Partners	WM1T04	Week -1	GLR	#N/A	#N/A	11/3/2023			Luis	Done	2311-A PartnersWM1T04
2311-A Partners	W1T01	Week 1	GLR	11/6/2023	11/8/2023					Done	2311-A PartnersW1T01
2311-A Partners	W1T02	Week 1	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW1T02
2311-A Partners	W1T03	Week 1	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW1T03
2311-A Partners	W2T01	Week 2	GLR	11/13/2023	11/15/2023				Telmo	Done	2311-A PartnersW2T01
2311-A Partners	W2T02	Week 2	GLR	11/13/2023	11/19/2023	11/15/2023			Afonso	Done	2311-A PartnersW2T02
2311-A Partners	W2T03	Week 2	GLR	11/13/2023	11/19/2023				Telmo	Done	2311-A PartnersW2T03
2311-A Partners	W2T04	Week 2	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW2T04
2311-A Partners	W2T05	Week 2	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW2T05
2311-A Partners	W2T06	Week 2	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW2T06
2311-A Partners	W2T07	Week 2	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW2T07
2311-A Partners	W3T01	Week 3	GLR	11/20/2023	11/26/2023				Telmo	Done	2311-A PartnersW3T01
2311-A Partners	W3T02	Week 3	GLR	11/20/2023	11/26/2023				Telmo	Done	2311-A PartnersW3T02
2311-A Partners	W3T03	Week 3	GLR	11/20/2023	11/26/2023				Telmo	Done	2311-A PartnersW3T03
2311-A Partners	W3T04	Week 3	GLR	11/20/2023	11/26/2023				Telmo	Done	2311-A PartnersW3T04
2311-A Partners	W3T05	Week 3	GLR	11/20/2023	11/26/2023				Telmo	Done	2311-A PartnersW3T05
2311-A Partners	W3T06	Week 3	GLR	11/20/2023	11/26/2023				Telmo	Done	2311-A PartnersW3T06
2311-A Partners	W3T07	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW3T07
2311-A Partners	W3T08	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW3T08
2311-A Partners	W3T09	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW3T09
2311-A Partners	W3T10	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW3T10
2311-A Partners	W3T11	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW3T11
2311-A Partners	W3T12	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW3T12
2311-A Partners	W4T01	Week 4	GLR	11/27/2023	11/27/2023				Afonso	Done	2311-A PartnersW4T01
2311-A Partners	W4T02	Week 4	GLR	11/27/2023	11/30/2023				Afonso	Done	2311-A PartnersW4T02
2311-A Partners	W4T03	Week 4	GLR	11/27/2023	12/3/2023				Telmo	Done	2311-A PartnersW4T03
2311-A Partners	W5T01	Week 5	GLR	12/4/2023	12/5/2023				Afonso	Done	2311-A PartnersW5T01
2311-A Partners	W5T02	Week 5	GLR	12/4/2023	12/7/2023				Afonso	Done	2311-A PartnersW5T02
2311-A Partners	W5T03	Week 5	GLR	12/4/2023	12/10/2023				Telmo	Done	2311-A PartnersW5T03
2311-A Partners	W5T04	Week 5	GLR	12/4/2023	12/10/2023				Telmo	Done	2311-A PartnersW5T04
2311-A Partners	W5T05	Week 5	GLR	12/4/2023	12/10/2023				Miguel	Done	2311-A PartnersW5T05
2311-A Partners	W5T06	Week 5	GLR	12/4/2023	12/10/2023				Telmo	Done	2311-A PartnersW5T06
2311-A Partners	W5T07	Week 5	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW5T07
2311-A Partners	W5T08	Week 5	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW5T08
2311-A Partners	W5T09	Week 5	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW5T09
2311-A Partners	W6T01	Week 6	GLR	12/11/2023	12/17/2023				Telmo	Done	2311-A PartnersW6T01
2311-A Partners	W6T02	Week 6	GLR	12/11/2023	12/17/2023				Telmo	Done	2311-A PartnersW6T02
2311-A Partners	W6T03	Week 6	GLR	12/11/2023	12/17/2023				Telmo	Done	2311-A PartnersW6T03
2311-A Partners	W6T04	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-A PartnersW6T04
2311-A Partners	W6T05	Week 6	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW6T05
2311-A Partners	W6T06	Week 6	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW6T06
2311-A Partners	W6T07	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-A PartnersW6T07
2311-A Partners	W6T08	Week 6	GLR	#N/A	#N/A				Telmo	Done	2311-A PartnersW6T08
2311-A Partners	W6T09	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-A PartnersW6T09
2311-A Partners	W6T10	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-A PartnersW6T10
2311-A Partners	W7T01	Week 7	GLR	12/18/2023	12/24/2023				Telmo	Done	2311-A PartnersW7T01
2311-A Partners	W8T01	Week 8	GLR	12/25/2023	12/31/2023				Telmo	Done	2311-A PartnersW8T01
2311-A Partners	W8T02	Week 8	GLR	12/25/2023	12/31/2023				Telmo	Done	2311-A PartnersW8T02
2311-A Partners	W8T03	Week 8	GLR	#N/A	#N/A	GLR			Miguel	Done	2311-A PartnersW8T03
2311-A Partners	W8T04	Week 8	GLR	12/25/2023	12/31/2023	GLR			Telmo	Done	2311-A PartnersW8T04
2311-A Partners	W8T05	Week 8	GLR	12/25/2023	12/31/2023				Telmo	Done	2311-A PartnersW8T05
2311-B Customers	WM5T01	Week -5	GLR	10/9/2023	10/15/2023	11/19/2023			Telmo	Done	2311-B CustomersWM5T01
2311-B Customers	WM5T02	Week -5	GLR	10/9/2023	10/15/2023	11/19/2023			Telmo	Done	2311-B CustomersWM5T02
2311-B Customers	WM5T03	Week -5	GLR	10/9/2023	10/15/2023	11/19/2023			Telmo	Done	2311-B CustomersWM5T03
2311-B Customers	WM5T04	Week -5	GLR	10/9/2023	10/15/2023	11/19/2023			Telmo	Done	2311-B CustomersWM5T04
2311-B Customers	WM5T05	Week -5	GLR	#N/A	#N/A	11/19/2023			Telmo	Done	2311-B CustomersWM5T05
2311-B Customers	WM5T06	Week -5	GLR	#N/A	#N/A	11/19/2023			Telmo	Done	2311-B CustomersWM5T06
2311-B Customers	WM5T07	Week -5	GLR	#N/A	#N/A	11/19/2023			Telmo	Done	2311-B CustomersWM5T07
2311-B Customers	WM4T01	Week -4	GLR	10/16/2023	10/22/2023	11/26/2023			Telmo	Done	2311-B CustomersWM4T01
2311-B Customers	WM4T02	Week -4	GLR	#N/A	#N/A	11/26/2023			Telmo	Done	2311-B CustomersWM4T02
2311-B Customers	WM4T03	Week -4	GLR	#N/A	#N/A	11/26/2023			Telmo	Done	2311-B CustomersWM4T03
2311-B Customers	WM3T01	Week -3	GLR	10/23/2023	10/29/2023	12/3/2023			Telmo	Done	2311-B CustomersWM3T01
2311-B Customers	WM3T02	Week -3	GLR	10/23/2023	10/29/2023	12/3/2023			Telmo	Done	2311-B CustomersWM3T02
2311-B Customers	WM3T03	Week -3	GLR	#N/A	#N/A	12/3/2023			Telmo	Done	2311-B CustomersWM3T03
2311-B Customers	WM3T04	Week -3	GLR	#N/A	#N/A	12/3/2023			Telmo	Done	2311-B CustomersWM3T04
2311-B Customers	WM3T05	Week -3	GLR	#N/A	#N/A	12/3/2023			Telmo	Done	2311-B CustomersWM3T05
2311-B Customers	WM2T01	Week -2	GLR	10/30/2023	11/5/2023				Luis	Done	2311-B CustomersWM2T01
2311-B Customers	WM2T02	Week -2	GLR	10/30/2023	11/5/2023					Done	2311-B CustomersWM2T02
2311-B Customers	WM2T03	Week -2	GLR	10/30/2023	11/5/2023				Luis	Done	2311-B CustomersWM2T03
2311-B Customers	WM1T01	Week -1	GLR	11/6/2023	11/12/2023				Telmo	Done	2311-B CustomersWM1T01
2311-B Customers	WM1T02	Week -1	GLR	11/6/2023	11/12/2023				Telmo	Done	2311-B CustomersWM1T02
2311-B Customers	WM1T03	Week -1	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersWM1T03
2311-B Customers	WM1T04	Week -1	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersWM1T04
2311-B Customers	W1T01	Week 1	GLR	11/13/2023	11/15/2023				Miguel	Done	2311-B CustomersW1T01
2311-B Customers	W1T02	Week 1	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW1T02
2311-B Customers	W1T03	Week 1	GLR	#N/A	#N/A				Afonso	Done	2311-B CustomersW1T03
2311-B Customers	W2T01	Week 2	GLR	11/20/2023	11/22/2023				Afonso	Done	2311-B CustomersW2T01
2311-B Customers	W2T02	Week 2	GLR	11/20/2023	11/26/2023				Afonso	Done	2311-B CustomersW2T02
2311-B Customers	W2T03	Week 2	GLR	11/20/2023	11/26/2023				Telmo	Done	2311-B CustomersW2T03
2311-B Customers	W2T04	Week 2	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW2T04
2311-B Customers	W2T05	Week 2	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW2T05
2311-B Customers	W2T06	Week 2	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW2T06
2311-B Customers	W2T07	Week 2	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW2T07
2311-B Customers	W3T01	Week 3	GLR	11/27/2023	12/3/2023				Telmo	Done	2311-B CustomersW3T01
2311-B Customers	W3T02	Week 3	GLR	11/27/2023	12/3/2023				Telmo	Done	2311-B CustomersW3T02
2311-B Customers	W3T03	Week 3	GLR	11/27/2023	12/3/2023				Telmo	Done	2311-B CustomersW3T03
2311-B Customers	W3T04	Week 3	GLR	11/27/2023	12/3/2023				Telmo	Done	2311-B CustomersW3T04
2311-B Customers	W3T05	Week 3	GLR	11/27/2023	12/3/2023				Telmo	Done	2311-B CustomersW3T05
2311-B Customers	W3T06	Week 3	GLR	11/27/2023	12/3/2023				Telmo	Done	2311-B CustomersW3T06
2311-B Customers	W3T07	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW3T07
2311-B Customers	W3T08	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW3T08
2311-B Customers	W3T09	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW3T09
2311-B Customers	W3T10	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW3T10
2311-B Customers	W3T11	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW3T11
2311-B Customers	W3T12	Week 3	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW3T12
2311-B Customers	W4T01	Week 4	GLR	12/4/2023	12/4/2023				Afonso	Done	2311-B CustomersW4T01
2311-B Customers	W4T02	Week 4	GLR	12/4/2023	12/7/2023				Afonso	Done	2311-B CustomersW4T02
2311-B Customers	W4T03	Week 4	GLR	12/4/2023	12/10/2023				Telmo	Done	2311-B CustomersW4T03
2311-B Customers	W5T01	Week 5	GLR	12/11/2023	12/12/2023				Afonso	Done	2311-B CustomersW5T01
2311-B Customers	W5T02	Week 5	GLR	12/11/2023	12/14/2023				Afonso	Done	2311-B CustomersW5T02
2311-B Customers	W5T03	Week 5	GLR	12/11/2023	12/17/2023				Telmo	Done	2311-B CustomersW5T03
2311-B Customers	W5T04	Week 5	GLR	12/11/2023	12/17/2023				Telmo	Done	2311-B CustomersW5T04
2311-B Customers	W5T05	Week 5	GLR	12/11/2023	12/17/2023				Telmo	Done	2311-B CustomersW5T05
2311-B Customers	W5T06	Week 5	GLR	12/11/2023	12/17/2023				Telmo	Done	2311-B CustomersW5T06
2311-B Customers	W5T07	Week 5	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW5T07
2311-B Customers	W5T08	Week 5	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW5T08
2311-B Customers	W5T09	Week 5	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW5T09
2311-B Customers	W6T01	Week 6	GLR	12/18/2023	12/24/2023				Telmo	Done	2311-B CustomersW6T01
2311-B Customers	W6T02	Week 6	GLR	12/18/2023	12/24/2023				Telmo	Done	2311-B CustomersW6T02
2311-B Customers	W6T03	Week 6	GLR	12/18/2023	12/24/2023				Telmo	Done	2311-B CustomersW6T03
2311-B Customers	W6T04	Week 6	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW6T04
2311-B Customers	W6T05	Week 6	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW6T05
2311-B Customers	W6T06	Week 6	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW6T06
2311-B Customers	W6T07	Week 6	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW6T07
2311-B Customers	W6T08	Week 6	GLR	#N/A	#N/A				Telmo	Done	2311-B CustomersW6T08
2311-B Customers	W6T09	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-B CustomersW6T09
2311-B Customers	W6T10	Week 6	GLR	#N/A	#N/A				Miguel	Done	2311-B CustomersW6T10
2311-B Customers	W7T01	Week 7	GLR	12/25/2023	12/31/2023	GLR			Afonso	Done	2311-B CustomersW7T01
2311-B Customers	W8T01	Week 8	GLR	1/1/2024	1/7/2024	GLR			Telmo	Done	2311-B CustomersW8T01
2311-B Customers	W8T02	Week 8	GLR	1/1/2024	1/7/2024	GLR			Telmo	Done	2311-B CustomersW8T02
2311-B Customers	W8T03	Week 8	GLR	#N/A	#N/A	GLR			Miguel	Done	2311-B CustomersW8T03
2311-B Customers	W8T04	Week 8	GLR	1/1/2024	1/7/2024	GLR			Telmo	Done	2311-B CustomersW8T04
2311-B Customers	W8T05	Week 8	GLR	1/1/2024	1/7/2024				Telmo	Done	2311-B CustomersW8T05
2312-A Partners	WM5T01	Week -5	GLR	10/30/2023	11/5/2023				Luis	Done	2312-A PartnersWM5T01
2312-A Partners	WM5T02	Week -5	GLR	10/30/2023	11/5/2023					Done	2312-A PartnersWM5T02
2312-A Partners	WM5T03	Week -5	GLR	10/30/2023	11/5/2023	11/3/2023			Luis	Done	2312-A PartnersWM5T03
2312-A Partners	WM5T04	Week -5	GLR	10/30/2023	11/5/2023	11/3/2023			Luis	Done	2312-A PartnersWM5T04
2312-A Partners	WM5T05	Week -5	GLR	#N/A	#N/A	11/3/2023			Luis	Done	2312-A PartnersWM5T05
2312-A Partners	WM5T06	Week -5	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersWM5T06
2312-A Partners	WM5T07	Week -5	GLR	#N/A	#N/A					Done	2312-A PartnersWM5T07
2312-A Partners	WM4T01	Week -4	GLR	11/6/2023	11/12/2023				Telmo	Done	2312-A PartnersWM4T01
2312-A Partners	WM4T02	Week -4	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersWM4T02
2312-A Partners	WM4T03	Week -4	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersWM4T03
2312-A Partners	WM3T01	Week -3	GLR	11/13/2023	11/19/2023				Telmo	Done	2312-A PartnersWM3T01
2312-A Partners	WM3T02	Week -3	GLR	11/13/2023	11/19/2023				Telmo	Done	2312-A PartnersWM3T02
2312-A Partners	WM3T03	Week -3	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersWM3T03
2312-A Partners	WM3T04	Week -3	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersWM3T04
2312-A Partners	WM3T05	Week -3	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersWM3T05
2312-A Partners	WM2T01	Week -2	GLR	11/20/2023	11/26/2023				Telmo	Done	2312-A PartnersWM2T01
2312-A Partners	WM2T02	Week -2	GLR	11/20/2023	11/26/2023				Telmo	Done	2312-A PartnersWM2T02
2312-A Partners	WM2T03	Week -2	GLR	11/20/2023	11/26/2023				Telmo	Done	2312-A PartnersWM2T03
2312-A Partners	WM1T01	Week -1	GLR	11/27/2023	12/3/2023				Telmo	Done	2312-A PartnersWM1T01
2312-A Partners	WM1T02	Week -1	GLR	11/27/2023	12/3/2023				Telmo	Done	2312-A PartnersWM1T02
2312-A Partners	WM1T03	Week -1	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersWM1T03
2312-A Partners	WM1T04	Week -1	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersWM1T04
2312-A Partners	W1T01	Week 1	GLR	12/4/2023	12/6/2023				Telmo	Done	2312-A PartnersW1T01
2312-A Partners	W1T02	Week 1	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersW1T02
2312-A Partners	W1T03	Week 1	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersW1T03
2312-A Partners	W2T01	Week 2	GLR	12/11/2023	12/13/2023				Telmo	Done	2312-A PartnersW2T01
2312-A Partners	W2T02	Week 2	GLR	12/11/2023	12/17/2023				Telmo	Done	2312-A PartnersW2T02
2312-A Partners	W2T03	Week 2	GLR	12/11/2023	12/17/2023				Telmo	Done	2312-A PartnersW2T03
2312-A Partners	W2T04	Week 2	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersW2T04
2312-A Partners	W2T05	Week 2	GLR	#N/A	#N/A				Telmo	Done	2312-A PartnersW2T05
2312-A Partners	W2T06	Week 2	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW2T06
2312-A Partners	W2T07	Week 2	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW2T07
2312-A Partners	W3T01	Week 3	GLR	12/18/2023	12/24/2023				Miguel	Done	2312-A PartnersW3T01
2312-A Partners	W3T02	Week 3	GLR	12/18/2023	12/24/2023				Miguel	Done	2312-A PartnersW3T02
2312-A Partners	W3T03	Week 3	GLR	12/18/2023	12/24/2023				Miguel	Done	2312-A PartnersW3T03
2312-A Partners	W3T04	Week 3	GLR	12/18/2023	12/24/2023				Miguel	Done	2312-A PartnersW3T04
2312-A Partners	W3T05	Week 3	GLR	12/18/2023	12/24/2023				Miguel	Done	2312-A PartnersW3T05
2312-A Partners	W3T06	Week 3	GLR	12/18/2023	12/24/2023				Telmo	Done	2312-A PartnersW3T06
2312-A Partners	W3T07	Week 3	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW3T07
2312-A Partners	W3T08	Week 3	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW3T08
2312-A Partners	W3T09	Week 3	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW3T09
2312-A Partners	W3T10	Week 3	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW3T10
2312-A Partners	W3T11	Week 3	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW3T11
2312-A Partners	W3T12	Week 3	GLR	#N/A	#N/A				Miguel	Done	2312-A PartnersW3T12
2312-A Partners	W4T01	Week 4	GLR	12/25/2023	12/25/2023				Telmo	Done	2312-A PartnersW4T01
